order_item_id,order_id,product_id,quantity,unit_price,line_total,customer_id,order_date,order_status,payment_method,product_name,category,gender,age,city,order_month
99,45,97,2,154000,308000,62,2026-08-06,cancelled,naver_pay,전자기기 상품 097,전자기기,F,63,광주,2026-08
100,46,46,1,55000,55000,143,2025-12-14,cancelled,bank_transfer,뷰티 상품 046,뷰티,F,43,대전,2025-12
101,46,84,3,78000,234000,143,2025-12-14,cancelled,bank_transfer,스포츠 상품 084,스포츠,F,43,대전,2025-12
102,46,35,1,59000,59000,143,2025-12-14,cancelled,bank_transfer,스포츠 상품 035,스포츠,F,43,대전,2025-12
103,47,56,4,42000,168000,126,2026-07-29,completed,naver_pay,생활용품 상품 056,생활용품,M,53,서울,2026-07
104,47,96,4,112000,448000,126,2026-07-29,completed,naver_pay,생활용품 상품 096,생활용품,M,53,서울,2026-07
105,47,50,3,23000,69000,126,2026-07-29,completed,naver_pay,뷰티 상품 050,뷰티,M,53,서울,2026-07
106,48,64,4,147000,588000,24,2026-09-07,completed,kakao_pay,식품 상품 064,식품,F,41,대전,2026-09
107,48,48,5,67000,335000,24,2026-09-07,completed,kakao_pay,식품 상품 048,식품,F,41,대전,2026-09
108,49,11,4,115000,460000,104,2025-10-13,completed,bank_transfer,패션 상품 011,패션,M,33,광주,2025-10
109,49,11,4,115000,460000,104,2025-10-13,completed,bank_transfer,패션 상품 011,패션,M,33,광주,2025-10
110,49,78,2,68000,136000,104,2025-10-13,completed,bank_transfer,뷰티 상품 078,뷰티,M,33,광주,2025-10
111,50,42,1,28000,28000,149,2025-12-27,cancelled,kakao_pay,패션 상품 042,패션,M,20,부산,2025-12
112,50,11,3,115000,345000,149,2025-12-27,cancelled,kakao_pay,패션 상품 011,패션,M,20,부산,2025-12
113,50,85,3,74000,222000,149,2025-12-27,cancelled,kakao_pay,생활용품 상품 085,생활용품,M,20,부산,2025-12
114,51,58,5,197000,985000,142,2026-08-18,cancelled,kakao_pay,식품 상품 058,식품,F,32,서울,2026-08
115,51,92,4,111000,444000,142,2026-08-18,cancelled,kakao_pay,식품 상품 092,식품,F,32,서울,2026-08
116,51,22,4,112000,448000,142,2026-08-18,cancelled,kakao_pay,생활용품 상품 022,생활용품,F,32,서울,2026-08
117,52,58,1,197000,197000,141,2026-03-04,completed,kakao_pay,식품 상품 058,식품,M,40,광주,2026-03
118,52,94,3,124000,372000,141,2026-03-04,completed,kakao_pay,도서 상품 094,도서,M,40,광주,2026-03
119,52,79,4,168000,672000,141,2026-03-04,completed,kakao_pay,뷰티 상품 079,뷰티,M,40,광주,2026-03
120,53,82,1,75000,75000,117,2025-12-13,completed,kakao_pay,생활용품 상품 082,생활용품,F,65,성남,2025-12
121,53,10,4,55000,220000,117,2025-12-13,completed,kakao_pay,스포츠 상품 010,스포츠,F,65,성남,2025-12
122,53,47,5,11000,55000,117,2025-12-13,completed,kakao_pay,생활용품 상품 047,생활용품,F,65,성남,2025-12
123,54,4,2,70000,140000,65,2026-06-28,completed,bank_transfer,생활용품 상품 004,생활용품,F,33,인천,2026-06
124,54,78,4,68000,272000,65,2026-06-28,completed,bank_transfer,뷰티 상품 078,뷰티,F,33,인천,2026-06
125,55,17,1,84000,84000,50,2026-03-09,completed,kakao_pay,도서 상품 017,도서,F,58,광주,2026-03
126,56,100,3,102000,306000,138,2026-04-19,completed,bank_transfer,도서 상품 100,도서,F,35,대구,2026-04
127,56,47,4,11000,44000,138,2026-04-19,completed,bank_transfer,생활용품 상품 047,생활용품,F,35,대구,2026-04
128,57,78,2,68000,136000,56,2026-05-05,completed,naver_pay,뷰티 상품 078,뷰티,F,21,인천,2026-05
129,58,48,3,67000,201000,135,2026-05-27,completed,kakao_pay,식품 상품 048,식품,F,28,대구,2026-05
130,58,57,1,181000,181000,135,2026-05-27,completed,kakao_pay,스포츠 상품 057,스포츠,F,28,대구,2026-05
131,58,74,2,145000,290000,135,2026-05-27,completed,kakao_pay,뷰티 상품 074,뷰티,F,28,대구,2026-05
132,58,68,3,140000,420000,135,2026-05-27,completed,kakao_pay,스포츠 상품 068,스포츠,F,28,대구,2026-05
133,59,41,3,163000,489000,50,2026-02-04,completed,kakao_pay,스포츠 상품 041,스포츠,F,58,광주,2026-02
134,59,32,1,172000,172000,50,2026-02-04,completed,kakao_pay,도서 상품 032,도서,F,58,광주,2026-02
135,59,4,2,70000,140000,50,2026-02-04,completed,kakao_pay,생활용품 상품 004,생활용품,F,58,광주,2026-02
136,59,64,5,147000,735000,50,2026-02-04,completed,kakao_pay,식품 상품 064,식품,F,58,광주,2026-02
137,60,72,1,189000,189000,93,2026-01-18,completed,bank_transfer,뷰티 상품 072,뷰티,F,65,대전,2026-01
138,60,34,3,118000,354000,93,2026-01-18,completed,bank_transfer,전자기기 상품 034,전자기기,F,65,대전,2026-01
139,60,91,4,59000,236000,93,2026-01-18,completed,bank_transfer,스포츠 상품 091,스포츠,F,65,대전,2026-01
140,60,28,5,5000,25000,93,2026-01-18,completed,bank_transfer,뷰티 상품 028,뷰티,F,65,대전,2026-01
141,61,89,4,103000,412000,4,2025-09-21,completed,bank_transfer,생활용품 상품 089,생활용품,F,55,울산,2025-09
142,61,26,1,82000,82000,4,2025-09-21,completed,bank_transfer,도서 상품 026,도서,F,55,울산,2025-09
143,61,18,1,109000,109000,4,2025-09-21,completed,bank_transfer,스포츠 상품 018,스포츠,F,55,울산,2025-09
144,62,23,4,102000,408000,12,2026-03-20,refunded,card,스포츠 상품 023,스포츠,F,66,대전,2026-03
145,62,12,3,175000,525000,12,2026-03-20,refunded,card,식품 상품 012,식품,F,66,대전,2026-03
146,62,86,3,86000,258000,12,2026-03-20,refunded,card,패션 상품 086,패션,F,66,대전,2026-03
147,62,91,1,59000,59000,12,2026-03-20,refunded,card,스포츠 상품 091,스포츠,F,66,대전,2026-03
148,63,39,2,77000,154000,75,2026-08-06,cancelled,bank_transfer,식품 상품 039,식품,F,60,울산,2026-08
149,63,92,2,111000,222000,75,2026-08-06,cancelled,bank_transfer,식품 상품 092,식품,F,60,울산,2026-08
150,63,47,5,11000,55000,75,2026-08-06,cancelled,bank_transfer,생활용품 상품 047,생활용품,F,60,울산,2026-08
151,64,16,2,81000,162000,27,2026-01-14,refunded,card,스포츠 상품 016,스포츠,F,28,수원,2026-01
152,64,18,2,109000,218000,27,2026-01-14,refunded,card,스포츠 상품 018,스포츠,F,28,수원,2026-01
153,65,4,3,70000,210000,73,2025-11-19,cancelled,naver_pay,생활용품 상품 004,생활용품,M,33,수원,2025-11
154,65,71,5,161000,805000,73,2025-11-19,cancelled,naver_pay,전자기기 상품 071,전자기기,M,33,수원,2025-11
155,65,48,4,67000,268000,73,2025-11-19,cancelled,naver_pay,식품 상품 048,식품,M,33,수원,2025-11
156,65,71,2,161000,322000,73,2025-11-19,cancelled,naver_pay,전자기기 상품 071,전자기기,M,33,수원,2025-11
157,66,9,3,193000,579000,113,2026-03-18,completed,kakao_pay,스포츠 상품 009,스포츠,M,57,성남,2026-03
158,67,92,4,111000,444000,14,2025-12-01,cancelled,kakao_pay,식품 상품 092,식품,F,40,대전,2025-12
159,67,68,4,140000,560000,14,2025-12-01,cancelled,kakao_pay,스포츠 상품 068,스포츠,F,40,대전,2025-12
160,67,99,4,200000,800000,14,2025-12-01,cancelled,kakao_pay,뷰티 상품 099,뷰티,F,40,대전,2025-12
161,67,74,1,145000,145000,14,2025-12-01,cancelled,kakao_pay,뷰티 상품 074,뷰티,F,40,대전,2025-12
162,68,41,1,163000,163000,30,2026-01-25,cancelled,card,스포츠 상품 041,스포츠,F,32,서울,2026-01
163,68,58,4,197000,788000,30,2026-01-25,cancelled,card,식품 상품 058,식품,F,32,서울,2026-01
164,69,17,5,84000,420000,126,2026-07-16,refunded,card,도서 상품 017,도서,M,53,서울,2026-07
165,69,82,5,75000,375000,126,2026-07-16,refunded,card,생활용품 상품 082,생활용품,M,53,서울,2026-07
166,69,24,2,196000,392000,126,2026-07-16,refunded,card,스포츠 상품 024,스포츠,M,53,서울,2026-07
167,70,65,1,36000,36000,14,2025-12-19,completed,bank_transfer,생활용품 상품 065,생활용품,F,40,대전,2025-12
168,70,16,5,81000,405000,14,2025-12-19,completed,bank_transfer,스포츠 상품 016,스포츠,F,40,대전,2025-12
169,70,20,3,80000,240000,14,2025-12-19,completed,bank_transfer,스포츠 상품 020,스포츠,F,40,대전,2025-12
170,70,22,2,112000,224000,14,2025-12-19,completed,bank_transfer,생활용품 상품 022,생활용품,F,40,대전,2025-12
171,71,91,2,59000,118000,145,2026-01-20,completed,kakao_pay,스포츠 상품 091,스포츠,M,59,성남,2026-01
172,71,45,5,62000,310000,145,2026-01-20,completed,kakao_pay,패션 상품 045,패션,M,59,성남,2026-01
173,71,37,1,193000,193000,145,2026-01-20,completed,kakao_pay,뷰티 상품 037,뷰티,M,59,성남,2026-01
174,72,26,5,82000,410000,64,2025-12-27,refunded,card,도서 상품 026,도서,M,51,수원,2025-12
175,72,36,2,126000,252000,64,2025-12-27,refunded,card,도서 상품 036,도서,M,51,수원,2025-12
176,72,81,3,165000,495000,64,2025-12-27,refunded,card,전자기기 상품 081,전자기기,M,51,수원,2025-12
177,73,65,2,36000,72000,107,2026-08-17,refunded,bank_transfer,생활용품 상품 065,생활용품,F,47,고양,2026-08
178,74,22,5,112000,560000,98,2026-04-29,cancelled,naver_pay,생활용품 상품 022,생활용품,F,61,인천,2026-04
179,74,93,5,89000,445000,98,2026-04-29,cancelled,naver_pay,전자기기 상품 093,전자기기,F,61,인천,2026-04
180,75,73,1,114000,114000,77,2026-06-09,completed,naver_pay,도서 상품 073,도서,M,64,서울,2026-06
181,75,4,1,70000,70000,77,2026-06-09,completed,naver_pay,생활용품 상품 004,생활용품,M,64,서울,2026-06
182,75,6,5,5000,25000,77,2026-06-09,completed,naver_pay,전자기기 상품 006,전자기기,M,64,서울,2026-06
183,76,84,2,78000,156000,146,2026-08-17,refunded,card,스포츠 상품 084,스포츠,M,61,성남,2026-08
184,76,99,5,200000,1000000,146,2026-08-17,refunded,card,뷰티 상품 099,뷰티,M,61,성남,2026-08
185,76,54,5,103000,515000,146,2026-08-17,refunded,card,스포츠 상품 054,스포츠,M,61,성남,2026-08
186,77,64,5,147000,735000,26,2025-12-26,completed,bank_transfer,식품 상품 064,식품,F,56,대구,2025-12
187,78,83,3,24000,72000,68,2026-04-13,completed,card,전자기기 상품 083,전자기기,F,22,서울,2026-04
188,78,62,2,183000,366000,68,2026-04-13,completed,card,뷰티 상품 062,뷰티,F,22,서울,2026-04
189,78,88,4,43000,172000,68,2026-04-13,completed,card,생활용품 상품 088,생활용품,F,22,서울,2026-04
190,79,59,1,32000,32000,62,2025-09-13,refunded,bank_transfer,뷰티 상품 059,뷰티,F,63,광주,2025-09
191,79,89,1,103000,103000,62,2025-09-13,refunded,bank_transfer,생활용품 상품 089,생활용품,F,63,광주,2025-09
192,79,21,4,37000,148000,62,2025-09-13,refunded,bank_transfer,도서 상품 021,도서,F,63,광주,2025-09
193,80,62,4,183000,732000,20,2026-03-29,completed,bank_transfer,뷰티 상품 062,뷰티,F,20,인천,2026-03
194,80,27,3,145000,435000,20,2026-03-29,completed,bank_transfer,전자기기 상품 027,전자기기,F,20,인천,2026-03
195,80,78,2,68000,136000,20,2026-03-29,completed,bank_transfer,뷰티 상품 078,뷰티,F,20,인천,2026-03
196,80,41,3,163000,489000,20,2026-03-29,completed,bank_transfer,스포츠 상품 041,스포츠,F,20,인천,2026-03
197,81,52,2,152000,304000,105,2025-11-23,refunded,naver_pay,스포츠 상품 052,스포츠,M,26,광주,2025-11
198,81,98,3,10000,30000,105,2025-11-23,refunded,naver_pay,스포츠 상품 098,스포츠,M,26,광주,2025-11
199,81,66,5,39000,195000,105,2025-11-23,refunded,naver_pay,전자기기 상품 066,전자기기,M,26,광주,2025-11
200,82,41,2,163000,326000,121,2025-10-13,completed,kakao_pay,스포츠 상품 041,스포츠,M,34,서울,2025-10
201,83,16,3,81000,243000,60,2025-12-12,completed,kakao_pay,스포츠 상품 016,스포츠,F,34,성남,2025-12
202,83,58,2,197000,394000,60,2025-12-12,completed,kakao_pay,식품 상품 058,식품,F,34,성남,2025-12
203,83,19,1,108000,108000,60,2025-12-12,completed,kakao_pay,패션 상품 019,패션,F,34,성남,2025-12
204,83,7,3,142000,426000,60,2025-12-12,completed,kakao_pay,도서 상품 007,도서,F,34,성남,2025-12
205,84,79,4,168000,672000,117,2026-06-16,completed,card,뷰티 상품 079,뷰티,F,65,성남,2026-06
206,84,32,2,172000,344000,117,2026-06-16,completed,card,도서 상품 032,도서,F,65,성남,2026-06
207,84,42,5,28000,140000,117,2026-06-16,completed,card,패션 상품 042,패션,F,65,성남,2026-06
208,84,93,3,89000,267000,117,2026-06-16,completed,card,전자기기 상품 093,전자기기,F,65,성남,2026-06
209,85,98,2,10000,20000,68,2026-02-14,cancelled,bank_transfer,스포츠 상품 098,스포츠,F,22,서울,2026-02
210,85,64,5,147000,735000,68,2026-02-14,cancelled,bank_transfer,식품 상품 064,식품,F,22,서울,2026-02
211,86,64,3,147000,441000,30,2026-03-18,completed,bank_transfer,식품 상품 064,식품,F,32,서울,2026-03
212,86,64,1,147000,147000,30,2026-03-18,completed,bank_transfer,식품 상품 064,식품,F,32,서울,2026-03
213,86,12,4,175000,700000,30,2026-03-18,completed,bank_transfer,식품 상품 012,식품,F,32,서울,2026-03
214,86,65,4,36000,144000,30,2026-03-18,completed,bank_transfer,생활용품 상품 065,생활용품,F,32,서울,2026-03
215,87,28,5,5000,25000,69,2026-04-13,completed,bank_transfer,뷰티 상품 028,뷰티,F,22,서울,2026-04
216,87,46,1,55000,55000,69,2026-04-13,completed,bank_transfer,뷰티 상품 046,뷰티,F,22,서울,2026-04
217,88,37,4,193000,772000,16,2026-07-01,completed,bank_transfer,뷰티 상품 037,뷰티,M,52,부산,2026-07
218,89,37,5,193000,965000,146,2025-12-12,cancelled,kakao_pay,뷰티 상품 037,뷰티,M,61,성남,2025-12
219,89,2,1,34000,34000,146,2025-12-12,cancelled,kakao_pay,도서 상품 002,도서,M,61,성남,2025-12
220,89,56,2,42000,84000,146,2025-12-12,cancelled,kakao_pay,생활용품 상품 056,생활용품,M,61,성남,2025-12
221,89,34,3,118000,354000,146,2025-12-12,cancelled,kakao_pay,전자기기 상품 034,전자기기,M,61,성남,2025-12
222,90,47,1,11000,11000,32,2026-06-05,completed,naver_pay,생활용품 상품 047,생활용품,F,31,고양,2026-06
223,90,52,1,152000,152000,32,2026-06-05,completed,naver_pay,스포츠 상품 052,스포츠,F,31,고양,2026-06
224,90,73,5,114000,570000,32,2026-06-05,completed,naver_pay,도서 상품 073,도서,F,31,고양,2026-06
225,90,25,3,162000,486000,32,2026-06-05,completed,naver_pay,생활용품 상품 025,생활용품,F,31,고양,2026-06
226,91,10,4,55000,220000,104,2026-03-13,refunded,kakao_pay,스포츠 상품 010,스포츠,M,33,광주,2026-03
227,91,65,4,36000,144000,104,2026-03-13,refunded,kakao_pay,생활용품 상품 065,생활용품,M,33,광주,2026-03
228,91,98,5,10000,50000,104,2026-03-13,refunded,kakao_pay,스포츠 상품 098,스포츠,M,33,광주,2026-03
229,92,80,5,138000,690000,139,2026-05-18,cancelled,naver_pay,패션 상품 080,패션,F,42,서울,2026-05
230,92,16,2,81000,162000,139,2026-05-18,cancelled,naver_pay,스포츠 상품 016,스포츠,F,42,서울,2026-05
231,92,13,4,164000,656000,139,2026-05-18,cancelled,naver_pay,패션 상품 013,패션,F,42,서울,2026-05
232,93,44,5,177000,885000,21,2026-06-13,cancelled,card,생활용품 상품 044,생활용품,M,23,인천,2026-06
233,93,47,2,11000,22000,21,2026-06-13,cancelled,card,생활용품 상품 047,생활용품,M,23,인천,2026-06
234,93,26,5,82000,410000,21,2026-06-13,cancelled,card,도서 상품 026,도서,M,23,인천,2026-06
235,94,65,1,36000,36000,83,2026-03-19,completed,kakao_pay,생활용품 상품 065,생활용품,F,22,수원,2026-03
236,94,6,1,5000,5000,83,2026-03-19,completed,kakao_pay,전자기기 상품 006,전자기기,F,22,수원,2026-03
237,94,18,3,109000,327000,83,2026-03-19,completed,kakao_pay,스포츠 상품 018,스포츠,F,22,수원,2026-03
238,94,61,5,50000,250000,83,2026-03-19,completed,kakao_pay,생활용품 상품 061,생활용품,F,22,수원,2026-03
239,95,20,5,80000,400000,24,2026-03-03,refunded,bank_transfer,스포츠 상품 020,스포츠,F,41,대전,2026-03
